category,question,answer,min,max,funfact,image,datasource,datasourceurl,magnitude,guesses
Census,"In Australia, how many people recieved the single parent parenting payment last year (latest figures till end of 2013)?",255411,1000,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[5,0,0,4,1,2,7,0,0,5,0,1,0,2,7,0,6,1,0,2,5,0,0,3,3,0,0,2,1,4,6,2,0,4,1,4,0,3,0,0,1,1,7,2,1,7,3,0,0,0,1,0,3,0,8,1,5,2,2,0,1,0,2,6,2,1,2,4,0,2,1,1,4,0,0,0,1,3,2,1,0,0,0,2,0,2,4,0,1,0,0,2,0,4,0,5,1,1,1,5]"
Census,"In Australia, how many people recieved the Newstart Allowance (dole) last year (latest figures till end of 2013)?",660673,1000,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[1,1,0,0,0,3,2,0,0,1,4,4,2,3,5,4,1,6,0,0,0,4,5,0,1,0,6,8,0,0,0,0,6,8,1,2,0,0,2,1,1,2,1,0,0,5,0,0,6,3,0,0,0,2,2,2,0,2,4,3,5,1,1,1,3,4,6,8,0,0,5,2,1,0,0,9,9,3,0,0,2,1,2,1,0,2,4,3,1,1,0,0,0,2,1,4,0,1,0,3]"
Census,"In Australia, of people who recieved the Newstart Allowance (dole) last year (latest figures till end of 2013) how many had been on the Newstart Allowance for more than 365 days?",66,0,100,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,percentage,"[1,1,0,1,0,0,0,3,1,2,4,0,0,5,5,2,0,5,2,0,7,2,0,0,0,1,3,5,4,0,0,1,3,4,0,4,0,3,4,0,1,0,2,0,5,7,0,0,5,0,0,0,4,1,0,6,0,1,1,0,2,2,3,3,4,1,0,3,0,1,2,1,1,0,7,0,1,0,0,2,1,2,0,1,1,1,2,1,1,6,6,4,0,1,0,1,2,0,0,4]"
Census,"In Australia, how many people recieved the Age Pension last year (latest figures till end of 2013)?",2352139,100000,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,3,2,2,2,0,0,4,9,3,5,2,0,3,0,1,3,2,1,0,0,1,2,1,4,1,0,0,0,1,2,3,8,0,5,3,1,1,1,2,5,0,0,0,1,4,5,1,6,6,3,0,1,0,1,0,2,7,0,6,3,2,1,5,1,0,1,4,2,4,3,4,6,3,0,2,0,1,1,1,1,0,1,0,2,2,2,6,2,1,1,0,3,1,6,2,1,3,2,0]"
Census,In Australia how many Education and training business are there (lastest figures till end of 2013)?,25128,10,1000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[5,2,4,0,0,0,2,8,2,2,1,1,2,6,8,0,0,5,4,2,4,8,1,1,0,4,4,7,0,1,2,4,4,1,2,0,0,4,1,0,5,0,0,4,0,3,0,4,0,4,0,0,3,1,2,0,2,4,0,2,3,0,1,3,0,6,1,0,1,2,0,0,5,0,6,0,0,0,0,4,3,0,1,0,1,0,0,0,2,0,0,2,0,3,1,0,4,0,0,2]"
Census,In Australia how many Professional scientific and technical services business are there (lastest figures till end of 2013)?,241816,10,1000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,3,6,0,0,0,8,0,1,3,2,2,1,0,7,0,1,3,0,0,1,3,0,0,1,6,2,3,2,6,2,3,1,1,6,2,8,4,6,4,5,6,1,6,0,2,3,3,2,0,2,0,0,0,2,6,0,0,0,1,3,5,0,5,2,7,0,0,0,0,0,0,3,0,1,5,5,3,2,0,4,1,2,0,0,2,0,3,0,2,2,0,4,2,1,3,2,0,4,1]"
Census,"In Australia how many Rental, hiring and real estate services business are there (lastest figures till end of 2013)?",219879,10,1000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[1,5,7,0,5,0,0,1,0,6,0,0,3,0,0,0,0,3,0,0,1,0,1,6,2,0,1,0,0,2,1,0,1,3,1,0,2,0,0,1,7,3,0,0,4,2,0,0,5,1,8,2,0,0,1,0,0,6,0,1,0,1,4,5,2,7,2,0,4,0,1,0,0,0,5,1,5,4,0,3,0,0,0,3,2,4,0,0,1,0,0,3,1,1,4,0,3,0,0,0]"
Census,In Australia how many dollars were spent building new private sector houses in 2013?,24904000000,100000,500000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[2,5,0,4,1,4,0,0,3,3,3,0,0,3,2,0,5,3,6,6,5,2,6,0,5,0,0,1,7,1,1,5,1,1,2,1,4,3,0,0,0,1,0,6,3,0,0,0,1,0,0,3,0,3,1,2,1,0,4,3,2,0,0,8,0,2,2,2,1,1,3,3,1,2,4,1,1,0,0,4,0,0,2,3,0,0,0,2,0,0,0,0,1,1,9,3,6,6,1,4]"
Census,As at Dec 2014 what was the total poulation of Australia?,23625561,100000,100000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,4,4,0,3,0,0,0,0,0,2,1,3,0,3,1,0,2,1,2,6,0,0,2,0,3,0,4,6,0,3,0,0,0,2,1,1,8,0,1,1,0,2,0,1,0,0,1,1,4,2,4,2,0,5,1,2,5,8,3,2,0,6,1,2,5,8,3,6,8,8,3,7,1,6,5,8,0,0,3,2,8,0,0,0,2,0,2,1,3,1,4,0,0,3,7,5,3,3,6]"
Census,As at Dec 2014 what was the total poulation of QLD?,4750513,100000,100000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,4,2,1,4,1,0,3,3,0,6,7,4,1,1,1,0,3,0,4,7,5,3,3,0,1,3,0,0,2,0,1,1,0,2,1,7,0,1,0,1,2,0,0,6,4,1,2,0,0,3,0,0,3,8,1,3,0,5,0,4,2,4,5,2,2,0,0,0,3,3,1,0,2,0,0,0,0,6,4,0,1,0,4,3,8,0,6,2,1,2,4,0,4,4,0,0,3,2,2]"
Census,As at Dec 2014 what was the total poulation of the Northern Territory?,244265,100000,100000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,6,1,3,5,1,0,4,2,6,0,0,6,1,1,5,4,0,0,3,0,5,1,1,7,4,0,0,0,0,0,3,0,1,1,2,4,2,0,0,1,0,6,0,0,4,1,2,3,1,0,0,0,4,2,1,5,3,3,0,1,2,0,4,0,5,0,2,3,2,0,3,1,0,0,0,0,3,7,5,0,5,0,0,1,5,1,1,0,0,0,6,1,1,5,4,5,0,4,7]"
Census,As at Dec 2014 what was the total population of Tasmania?,515235,100000,100000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,0,0,3,2,3,2,0,1,0,0,0,7,0,0,1,0,0,3,0,2,5,0,0,3,0,0,3,0,2,1,1,5,7,2,0,2,1,2,1,1,8,0,1,2,2,0,0,0,1,0,8,3,3,0,0,5,5,1,0,5,2,3,0,0,1,0,2,5,1,1,3,7,6,0,8,6,0,1,4,0,5,0,2,4,0,4,0,4,3,5,3,0,0,0,1,5,3,0,5]"
Census,As at Dec 2014 what was the total number of Australians who were aged 0-4 years old?,1528123,100000,100000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,0,3,0,0,0,1,0,0,1,0,5,2,1,0,0,0,1,0,0,0,0,3,4,3,5,3,9,4,2,3,2,0,0,1,0,8,1,1,0,7,0,2,2,0,0,6,1,0,0,4,0,0,5,3,0,7,1,0,1,1,0,4,3,2,1,3,1,2,1,1,0,3,0,0,0,2,0,0,4,3,1,4,4,5,2,0,1,5,0,8,1,0,0,3,1,4,0,2,1]"
Census,As at Dec 2014 what was the total number of Australians who were aged 85 or over?,464954,100000,100000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,0,1,2,2,6,0,0,1,4,2,3,2,0,1,7,1,1,0,6,4,2,0,2,2,2,3,1,0,7,0,4,3,3,0,4,1,6,5,0,3,2,0,0,3,0,1,6,0,3,0,7,7,6,0,0,2,5,0,0,4,1,0,0,7,2,1,2,0,8,1,0,0,2,1,2,2,1,4,3,4,0,8,0,4,2,2,0,0,1,2,0,0,2,1,3,1,2,6,1]"
Census,"As at Dec 2014, of all Australians who were aged 85 or over, what percentage were male?",36,0,100,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,percentage,"[7,1,2,3,1,0,4,3,7,6,5,8,1,3,0,0,4,2,2,5,1,5,1,0,1,8,6,1,6,0,2,2,1,1,7,5,1,0,0,0,1,1,0,1,2,3,3,0,0,5,4,0,0,0,1,1,1,2,0,4,1,7,2,2,1,0,1,0,0,4,0,2,1,0,2,1,4,8,0,3,7,6,3,0,1,0,6,0,0,0,6,8,5,1,4,5,2,3,2,3]"
Census,"As at Dec 2014, of all Australians who were aged 85 years old or older, what perecentage were female?",64,0,100,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,percentage,"[5,0,1,0,6,0,4,0,2,1,0,2,6,2,1,3,1,0,5,0,1,0,0,5,2,0,8,1,1,0,0,3,1,2,5,3,0,2,0,4,4,1,3,0,7,0,1,1,2,2,8,4,6,4,3,2,1,1,0,4,8,6,0,0,0,5,0,2,1,3,1,1,0,5,1,6,1,1,0,0,4,1,4,8,2,2,3,1,1,1,4,7,2,0,1,1,0,3,3,0]"
Census,As at the end of Dec 2014 how many people living in Australia were born in Liechtenstein?,30,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[1,3,2,0,3,0,1,1,0,1,6,1,2,2,1,0,0,2,3,4,5,0,3,2,2,0,0,1,1,1,3,2,1,1,1,0,4,5,6,2,1,0,0,3,3,0,3,0,1,1,1,0,4,3,2,1,4,2,3,6,4,3,0,1,6,2,1,3,0,0,2,2,1,5,0,0,1,1,7,0,1,0,0,1,6,6,0,6,1,3,2,4,2,5,1,1,0,3,6,3]"
Census,As at the end of Dec 2014 how many people living in Australia were born in Ireland?,93180,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[1,0,1,1,3,0,0,0,3,0,4,1,0,0,0,1,0,3,3,0,2,3,0,1,1,2,0,1,0,6,1,1,3,0,3,4,0,7,0,0,5,0,3,5,7,0,0,5,0,0,0,1,1,0,0,0,7,0,0,0,0,1,0,5,5,5,0,6,2,0,4,4,0,3,3,0,0,0,2,0,0,4,2,1,0,0,0,0,0,2,1,4,1,4,4,4,1,7,1,5]"
Census,As at the end of Dec 2014 how many people living in Australia were born in England?,1009090,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,6,0,0,0,3,2,3,3,0,4,4,0,7,1,0,1,2,7,7,3,0,0,1,1,8,2,1,6,0,1,1,0,7,1,0,2,5,1,0,3,3,1,4,0,4,2,1,2,5,0,0,5,4,2,1,2,1,2,2,0,3,1,3,1,3,8,0,4,1,0,1,0,3,8,0,3,5,4,2,0,0,4,5,2,3,1,2,0,6,1,5,4,0,2,7,0,1,0,3]"
Census,As at the end of Dec 2014 how many people living in Australia were born in New Zealand?,616960,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[1,3,7,0,0,0,0,1,0,6,0,0,3,1,0,7,0,0,1,0,1,1,0,0,6,0,0,4,5,1,0,0,4,4,6,0,0,0,8,1,5,3,5,0,0,0,0,0,2,3,1,4,3,1,1,0,7,7,4,0,5,0,5,1,7,3,1,5,1,6,2,2,5,3,0,7,8,8,2,0,4,4,4,0,2,0,2,0,1,1,5,1,0,0,3,1,5,1,0,3]"
Census,As at the end of Dec 2014 how many people living in Australia were born in China?,447370,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[8,0,1,0,3,0,5,5,2,6,1,0,0,0,2,3,4,3,2,1,4,3,4,0,0,1,0,3,0,1,0,3,2,3,0,4,3,0,0,8,2,4,4,2,3,1,1,0,0,0,2,5,0,5,6,0,3,3,0,4,4,4,5,2,1,2,3,1,2,4,5,0,2,0,0,0,0,0,1,3,5,0,7,4,0,0,3,1,1,1,1,0,0,0,4,4,3,0,0,2]"
Census,As at the end of Dec 2014 how many people living in Australia were born in India?,397180,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,0,1,0,0,2,4,3,0,0,3,1,0,3,4,4,2,5,0,5,2,0,0,0,1,0,2,0,2,1,0,0,3,1,5,4,0,1,2,4,2,1,0,2,0,0,1,5,0,0,1,7,0,3,5,1,0,0,2,1,0,0,5,9,4,3,0,0,0,5,2,4,3,0,3,0,1,2,2,2,4,2,6,0,2,2,5,3,0,0,4,3,2,1,0,0,1,2,0,6]"
Census,As at the end of Dec 2014 how many people living in Australia were born in USA?,104080,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[7,2,3,4,4,0,2,0,3,6,4,8,2,4,0,2,3,3,1,0,6,4,0,4,0,1,0,0,4,3,8,3,0,0,0,1,0,2,0,1,2,1,4,0,5,0,1,0,2,4,4,2,0,4,3,7,2,1,5,0,0,3,0,5,0,0,4,0,0,6,0,7,0,6,1,1,0,1,8,0,0,0,5,2,0,1,2,1,1,2,4,1,0,2,1,2,1,0,2,1]"
Census,As at the end of Dec 2014 how many people living in Australia were born in Western Sahara?,10,0,10000000,test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[0,7,2,5,3,5,0,0,2,0,0,2,3,2,0,0,0,0,2,0,0,0,3,1,4,5,1,0,1,2,6,2,3,1,5,2,0,0,4,1,0,0,0,0,1,1,4,4,2,0,0,5,1,6,2,0,4,3,1,1,0,0,4,4,5,0,0,4,3,3,0,5,6,2,3,7,1,4,1,1,3,3,4,0,0,0,0,1,2,2,0,1,0,8,1,4,0,4,5,0]"
Health and welfare,"How many deaths related to pregancy, childbirth and puerprium were there in 1989? ",13,0,100,,,GRIM,http://data.gov.au/dataset/grim-books/resource/edcbc14c-ba7c-44ae-9d4f-2622ad3fafe0,linear,"[1,1,3,2,1,7,0,4,2,2,5,0,3,0,2,3,2,5,0,0,0,0,5,6,2,3,0,3,3,1,1,2,0,0,5,6,0,5,2,2,5,2,0,1,2,0,1,0,2,3,1,1,3,0,4,2,1,0,1,6,4,0,2,3,3,1,1,1,2,4,0,3,2,3,0,0,4,3,2,1,3,0,3,6,3,4,1,0,2,1,0,0,1,3,1,2,2,5,2,1]"
Health and welfare,"In the financial year of 2011-2012, what percentage of money (out of all medical related spending) was spent on research?",4,0,100,,,"Health expenditure in Australia ",http://data.gov.au/dataset/health-expenditure-in-australia/resource/88399d53-d55c-466c-8f4a-6cb965d24d6d,percentage,"[0,2,3,3,0,6,4,1,3,2,0,2,1,0,0,3,0,0,0,5,7,6,7,0,0,1,2,0,0,1,1,5,0,2,3,4,0,0,1,7,3,3,0,0,0,0,0,2,0,8,0,0,0,0,2,1,4,7,0,0,3,2,0,6,1,2,3,3,5,0,0,4,2,2,0,8,1,6,0,3,2,5,5,1,2,2,0,1,2,8,7,4,1,3,2,4,8,0,1,1]"
Health and welfare,"In 2010, How many males were diagonsed with breast cancer?",150,0,1000,,,Australian Cancer Incidence and Mortality,http://data.gov.au/dataset/australian-cancer-incidence-and-mortality,linear,"[1,1,0,4,1,0,0,0,0,3,2,6,0,0,0,0,0,5,0,3,1,1,5,0,1,6,3,1,8,1,1,0,3,0,1,0,0,6,3,0,0,0,2,1,4,1,0,1,4,4,0,5,4,6,3,0,0,1,2,4,5,3,0,1,1,4,0,2,1,3,0,1,0,4,2,6,4,2,0,0,0,3,7,0,6,5,5,1,4,3,0,0,5,1,4,7,0,1,1,1]"
Health and welfare,"In 2012-2013, on average how many beds were available in the emergency department in major city hospitals?",300,0,1000,,,Australian hospital statistics 2012-13,http://data.gov.au/dataset/australian-hospital-statistics-2012-13/resource/43b9e4a4-0752-44c7-b825-bc32c46cf3b7,linear,"[2,0,0,0,4,0,0,6,1,0,0,0,2,4,0,2,0,0,0,0,0,1,2,1,2,0,1,2,4,1,0,0,1,0,4,1,5,6,1,3,5,2,4,1,0,1,0,2,6,1,2,0,0,0,1,2,5,0,0,5,0,3,1,0,2,0,2,2,0,0,1,0,8,2,0,2,6,0,8,0,2,0,6,2,0,6,0,2,5,2,3,1,3,6,8,0,0,5,5,0]"
Health and welfare,"In 2009, of youths who spent time in youth detention, what average percentage were indigenous?",55,0,100,,,Youth detention population in Australia 2013,http://data.gov.au/dataset/youth-detention-population-in-australia-2013/resource/9d5713f7-ffdd-4652-a2e8-7c3f6d6323cb,percentage,"[5,0,4,7,0,0,2,0,0,1,0,3,1,0,2,1,2,7,0,0,1,0,0,3,1,2,0,6,1,1,6,5,1,4,1,3,0,2,0,0,4,3,0,2,2,2,1,4,0,2,1,0,0,2,2,3,6,6,1,8,0,1,1,1,4,5,4,0,3,0,4,0,2,1,1,0,2,1,4,3,1,0,1,0,2,1,5,2,8,0,1,0,0,4,7,3,0,3,2,0]"
Heath and welfare,"In 2012-2013, how many intercountry apodations were there?",100,0,1000,,,Intercountry Adoptions in Australia ,http://data.gov.au/dataset/intercountry-adoptions-in-australia/resource/820196f2-c2ae-4641-a05d-9f4d8cbf0255,logarithimic,"[4,1,0,0,5,1,0,0,7,6,1,0,6,0,1,0,1,4,2,0,1,7,3,3,2,0,5,5,0,3,4,1,1,2,0,4,0,1,3,6,2,0,1,0,0,3,2,1,3,5,3,0,0,1,2,2,6,3,1,0,5,1,2,0,0,1,0,2,1,1,1,2,4,1,3,2,0,0,7,1,7,1,2,1,3,0,3,4,3,2,3,5,0,3,1,1,3,2,0,3]"
Brisbane,How many bus stops are there in Brisbane?,7349,0,100000,,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/bus-stops/resource/c58dcbe8-bb2a-4b74-b2da-92b9111567e5,logarithimic,"[0,4,2,1,8,1,0,1,0,1,1,8,0,1,0,0,0,8,5,2,7,2,0,2,3,2,0,3,2,5,0,6,1,1,0,2,3,0,3,0,2,2,0,0,0,0,0,1,3,4,2,4,0,0,1,2,0,1,0,4,0,1,2,1,3,0,2,1,1,4,0,1,0,0,0,0,1,5,1,0,0,1,2,0,0,0,8,4,1,6,0,0,1,4,3,1,0,1,0,1]"
Brisbane,How many public drinking fountains/taps are there in Brisbane,1472,0,50000,,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/public-drinking-fountain-taps,logarithimic,"[0,1,4,2,1,6,1,1,4,2,3,0,0,7,1,5,4,5,6,2,1,6,0,2,1,5,1,2,1,1,3,2,1,0,2,0,8,1,0,5,0,0,2,4,2,1,1,0,0,0,0,7,0,3,3,1,3,5,1,0,3,1,2,0,0,0,3,1,4,4,6,1,2,6,0,1,4,0,0,0,0,0,2,3,7,0,1,2,3,6,4,2,0,7,5,1,0,0,2,1]"
Brisbane,How many Library checkouts were there on 7th June 2015 in Brisbane>,7114,2000,1000000,,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/library-checkouts-branch-date,logarithimic,"[2,0,5,7,4,1,1,0,0,0,1,5,1,0,0,6,2,0,0,1,3,1,2,0,2,2,0,3,3,1,0,2,0,0,2,2,1,0,6,0,5,5,0,1,3,3,3,6,0,3,2,7,1,5,0,1,0,0,0,1,0,0,0,0,6,0,0,2,0,1,2,3,1,1,2,0,0,0,2,0,3,0,0,0,0,0,0,3,8,0,3,0,4,3,1,2,2,1,3,1]"
Brisbane,"On average, how many vehicles per day travelled on Coronation drive, Brisbane, in July 2014?",75560,10000,2000000,,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/traffic-volume-key-corridors-performance-report,logarithimic,"[7,2,0,1,0,0,0,0,9,3,1,0,2,4,5,3,0,0,6,0,0,2,4,2,4,7,6,6,3,0,0,4,3,0,0,0,0,8,1,1,1,4,1,3,2,1,5,0,1,1,4,0,1,6,2,3,0,4,1,3,2,6,1,0,2,0,2,0,1,3,0,0,5,2,2,0,6,0,0,0,3,0,9,9,1,4,1,1,2,0,3,2,1,2,9,1,1,2,2,1]"
QLD,What was the highest air temperature (Degrees celcius) recorded in Brisbane City in 2014?,39.4,0,100,,,https://data.qld.gov.au/,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/4ccdd4a8-fd44-4803-a7f6-d1e694d32612,linear,"[0,1,6,3,1,3,3,0,1,7,0,2,0,6,4,5,1,5,1,2,5,0,4,1,1,2,4,0,0,1,1,0,0,1,7,1,2,3,4,6,1,1,1,0,5,1,1,4,4,9,0,1,0,0,0,3,0,3,0,2,4,0,4,2,6,5,1,2,3,0,1,4,0,5,6,1,4,0,7,8,8,3,5,1,4,9,3,1,0,2,3,0,4,2,2,4,2,0,0,2]"
